Propiedade;Modalidade;MODALIDADE_EAD;Id_aluno;SEXO;NASCIMENTO;CIDADE;UF;CANAL_VENDAS;CURSO;DS_TURNO_INSCRICAO;DT_INSCRICAO;FL_MATRICULADO;VL_MENSALIDADE;DS_PRIM_CANAL_VENDAS
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;548;M;05/06/1995 00:00;URUCÂNIA;MG;INTERNET;SERVIÇO SOCIAL;MATUTINO;21/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;846;M;18/01/1992 00:00;SÃO MIGUEL DO ARAGUAIA;GO;INTERNET;SERVIÇO SOCIAL;NOTURNO;12/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;868;M;15/02/1987 00:00;GUARULHOS;SP;INTERNET;SERVIÇO SOCIAL;MATUTINO;17/06/2020 00:00;1;65;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;781;M;10/09/1982 00:00;JOÃO PESSOA;PB;INTERNET;SERVIÇO SOCIAL;NOTURNO;28/05/2020 00:00;0;;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;891;M;11/05/1971 00:00;RIO DE JANEIRO;RJ;INTERNET;SERVIÇO SOCIAL;NOTURNO;14/06/2020 00:00;0;;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;660;M;20/05/1980 00:00;RIO DE JANEIRO;RJ;LIVES;SERVIÇO SOCIAL;NOTURNO;30/05/2020 00:00;1;65;LIVES
Terceiros;Escola  a Distancia;100% ONLINE;997;M;08/10/1977 00:00;RIO DE JANEIRO;RJ;LIVES;SERVIÇO SOCIAL;NOTURNO;17/06/2020 00:00;0;;LIVES
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;933;F;18/07/1994 00:00;NOVO REPARTIMENTO;PA;OUTRAS;SERVIÇO SOCIAL;NOTURNO;21/05/2020 00:00;0;65;OUTRAS
Propio;Presencial;;56;;05/05/1980 00:00;Açailândia;MA;INTERNET;Serviço Social - V;Vespertino;26/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;631;;13/08/1988 00:00;Sao Paulo;MG;INTERNET;Sistemas de Informação - N;Noturno;29/05/2020 00:00;0;110;INTERNET
Propio;Presencial;;833;;15/06/1983 00:00;Sao Paulo;SP;INTERNET;Sistemas de Informação - N;Noturno;28/05/2020 00:00;0;110;INTERNET
Propio;Escola  a Distancia;SEMI-PRESENCIAL;153;M;27/02/1996 00:00;JAGUARUANA;CE;ENEM;SOCIOLOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;ENEM
Propio;Escola  a Distancia;SEMI-PRESENCIAL;581;F;06/11/2000 00:00;BELO JARDIM;PE;ENEM;SOCIOLOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;ENEM
Propio;Escola  a Distancia;100% ONLINE;983;M;10/01/1998 00:00;POUSO ALEGRE;MG;GUERR;SOCIOLOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;100% ONLINE;60;M;20/02/1966 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SOCIOLOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;626;M;26/05/2001 00:00;SIMÕES FILHO;BA;INTERNET;SOCIOLOGIA - LICENCIATURA;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Propio;Escola  a Distancia;SEMI-PRESENCIAL;97;M;13/05/1999 00:00;SENADOR CANEDO;GO;ESCOLA;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;ESCOLA
Propio;Escola  a Distancia;100% ONLINE;640;M;03/10/1986 00:00;SÃO BERNARDO DO CAMPO;SP;ACAO EMPRESA;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;EMPRESA
Propio;Escola  a Distancia;SEMI-PRESENCIAL;80;M;09/08/2000 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;191;M;24/07/2001 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;344;M;10/03/2001 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;100% ONLINE;375;M;23/04/2001 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;440;M;15/04/1999 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;734;M;05/07/2002 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;799;M;04/04/1996 00:00;BRASÍLIA;DF;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;856;M;25/06/1999 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;100;M;05/04/2000 00:00;CARUARU;PE;CONSULTOR;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CONSULTOR
Propio;Escola  a Distancia;100% ONLINE;509;M;25/09/2001 00:00;BARRA DE GUABIRABA;PE;CONSULTOR;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CONSULTOR
Propio;Escola  a Distancia;100% ONLINE;220;M;11/04/2001 00:00;PIRASSUNUNGA;SP;GIRO DAS PROFISSOES;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;GIRO DAS PROFISSOES
Propio;Escola  a Distancia;SEMI-PRESENCIAL;341;M;26/08/1987 00:00;SÃO PAULO;SP;INDICACAO;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;INDICACAO
Propio;Escola  a Distancia;100% ONLINE;262;M;24/03/1997 00:00;TAUBATÉ;SP;INTERNET;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;05/06/2020 00:00;0;;INTERNET
Propio;Escola  a Distancia;SEMI-PRESENCIAL;307;M;10/02/1999 00:00;RIO DE JANEIRO;RJ;LIVES;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;06/05/2020 00:00;0;65;LIVES
Propio;Escola  a Distancia;SEMI-PRESENCIAL;432;M;10/03/1992 00:00;MARICÁ;RJ;;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;402;M;03/05/1976 00:00;BARRETOS;SP;ESCOLA;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;ESCOLA
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;455;M;02/01/2002 00:00;ARCOVERDE;PE;ESCOLA;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;ESCOLA
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;882;M;29/08/2001 00:00;TAQUARITINGA DO NORTE;PE;ESCOLA;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;ESCOLA
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;659;F;21/01/2000 00:00;BARREIRAS;BA;GUERR;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;37;M;07/11/1999 00:00;VALENÇA;BA;GUERR;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;67;M;01/03/1983 00:00;MANAUS;AM;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;321;M;07/03/1999 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;460;M;07/02/2000 00:00;LINHARES;ES;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;14/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;614;M;07/04/1982 00:00;JEQUIÉ;BA;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;637;M;13/09/1991 00:00;CAMPINA GRANDE;PB;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;930;M;23/02/2002 00:00;MANAUS;AM;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;06/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;377;M;18/05/1998 00:00;MACAÉ;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;129;M;13/10/1971 00:00;RIO LARGO;AL;CALL CENTER;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;29/05/2020 00:00;0;;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;898;M;08/01/1999 00:00;BELÉM;PA;E-MAIL MARKETING;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;E-MAIL MARKETING
Terceiros;Escola  a Distancia;100% ONLINE;897;M;06/12/1993 00:00;CANOAS;RS;INDICACAO;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;INDICACAO
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;10;M;15/08/1987 00:00;BRASÍLIA;DF;INTERNET;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;17/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;292;M;21/02/1991 00:00;GASPAR;SC;INTERNET;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;421;M;30/03/1993 00:00;DUQUE DE CAXIAS;RJ;INTERNET;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;591;M;12/05/1992 00:00;MARTINS;RN;INTERNET;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;995;F;13/04/1984 00:00;CORUMBÁ;MS;INTERNET;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;580;M;21/04/1997 00:00;SÃO JOSÉ DOS PINHAIS;PR;INTERNET;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;991;M;17/07/1959 00:00;MOGI DAS CRUZES;SP;INTERNET;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;09/06/2020 00:00;0;;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;907;M;27/08/1972 00:00;OURO PRETO;MG;OUTDOOR;SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;NOTURNO;21/05/2020 00:00;0;65;OUTDOOR
Terceiros;Escola  a Distancia;100% ONLINE;654;M;17/06/1998 00:00;ITAMONTE;MG;INTERNET;SUPERIOR DE TECNOLOGIA EM COMÉRCIO EXTERIOR;NOTURNO;08/06/2020 00:00;0;0;INTERNET
Propio;Escola  a Distancia;SEMI-PRESENCIAL;279;M;12/01/1998 00:00;RIO DE JANEIRO;RJ;LIVES;SUPERIOR DE TECNOLOGIA EM EMBELEZAMENTO E IMAGEM PESSOAL;NOTURNO;23/05/2020 00:00;1;65;LIVES
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;644;M;17/01/2002 00:00;FRAIBURGO;SC;ESCOLA;SUPERIOR DE TECNOLOGIA EM EMBELEZAMENTO E IMAGEM PESSOAL;NOTURNO;21/05/2020 00:00;1;65;ESCOLA
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;863;M;04/10/2000 00:00;CONSTANTINA;RS;ESCOLA;SUPERIOR DE TECNOLOGIA EM EMBELEZAMENTO E IMAGEM PESSOAL;NOTURNO;21/05/2020 00:00;0;65;ESCOLA
Propio;Escola  a Distancia;SEMI-PRESENCIAL;31;M;0002-11-30 00:00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM EMPREENDEDORISMO;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;100% ONLINE;289;M;19/02/1999 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM EMPREENDEDORISMO;NOTURNO;22/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;100% ONLINE;471;M;20/07/1994 00:00;BRASÍLIA;DF;INTERNET;SUPERIOR DE TECNOLOGIA EM EMPREENDEDORISMO;NOTURNO;22/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;938;M;14/10/1991 00:00;RIO DE JANEIRO;RJ;LIVES;SUPERIOR DE TECNOLOGIA EM EMPREENDEDORISMO;NOTURNO;10/06/2020 00:00;0;;LIVES
Propio;Escola  a Distancia;EAD PREMIUM;844;M;20/09/2000 00:00;SANTARÉM;PA;ESCOLA;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;21/05/2020 00:00;0;110;ESCOLA
Propio;Escola  a Distancia;EAD PREMIUM;743;F;17/05/2000 00:00;SANTARÉM;PA;GUERR;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Propio;Escola  a Distancia;EAD PREMIUM;594;F;12/12/2000 00:00;BETIM;MG;CONSULTOR;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;20/06/2020 00:00;0;110;CONSULTOR
Propio;Escola  a Distancia;EAD PREMIUM;970;M;30/08/1984 00:00;BRASÍLIA;DF;INTERNET;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;12/06/2020 00:00;0;;INTERNET
Propio;Escola  a Distancia;EAD PREMIUM;570;M;02/01/1985 00:00;RIO DE JANEIRO;RJ;LIVES;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;14/05/2020 00:00;0;110;LIVES
Propio;Escola  a Distancia;EAD PREMIUM;78;M;12/08/2001 00:00;SINOP;MT;OUTDOOR;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;21/05/2020 00:00;0;110;OUTDOOR
Terceiros;Escola  a Distancia;EAD PREMIUM;636;F;13/10/1988 00:00;UBÁ;MG;ACAO ENCCEJA;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;21/05/2020 00:00;0;110;EMPRESA
Terceiros;Escola  a Distancia;EAD PREMIUM;477;F;08/05/2000 00:00;IMBUIA;SC;GUERR;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;884;F;22/07/1996 00:00;GOIÂNIA;GO;GUERR;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;21/05/2020 00:00;0;110;CALL CENTER
Terceiros;Escola  a Distancia;EAD PREMIUM;532;M;12/01/2001 00:00;CAÇADOR;SC;CONSULTOR;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;21/05/2020 00:00;0;110;CONSULTOR
Terceiros;Escola  a Distancia;EAD PREMIUM;503;M;14/04/1996 00:00;IPABA;MG;INTERNET;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;21/05/2020 00:00;0;110;INTERNET
Terceiros;Escola  a Distancia;EAD PREMIUM;364;M;25/11/1977 00:00;SÃO CARLOS;SP;INTERNET;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;14/05/2020 00:00;0;;INTERNET
Terceiros;Escola  a Distancia;EAD PREMIUM;554;F;09/03/1995 00:00;LAGOA DA PRATA;MG;REDES SOCIAIS;SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA;NOTURNO;21/05/2020 00:00;0;110;REDES SOCIAIS
Propio;Escola  a Distancia;100% ONLINE;613;M;08/04/1993 00:00;ITABIRA;MG;REDES SOCIAIS;SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL;NOTURNO;18/06/2020 00:00;0;65;LIVES
Propio;Escola  a Distancia;SEMI-PRESENCIAL;387;M;11/12/1971 00:00;RIO DE JANEIRO;RJ;LIVES;SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL;NOTURNO;05/06/2020 00:00;0;;LIVES
Propio;Escola  a Distancia;SEMI-PRESENCIAL;299;M;22/05/1999 00:00;GUARULHOS;SP;;SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL;NOTURNO;22/05/2020 00:00;0;65;
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;281;M;11/02/1995 00:00;RIBEIRÃO DOS ÍNDIOS;SP;INTERNET;SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL;NOTURNO;22/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;881;F;04/03/2001 00:00;ROSÁRIO DO SUL;RS;INTERNET;SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Propio;Escola  a Distancia;SEMI-PRESENCIAL;541;M;06/03/1995 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;722;M;29/09/1990 00:00;CASCAVEL;PR;GIRO DAS PROFISSOES;SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL;NOTURNO;21/05/2020 00:00;0;65;GIRO DAS PROFISSOES
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;808;M;20/02/1990 00:00;CLEVELÂNDIA;PR;CALL CENTER;SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Terceiros;Escola  a Distancia;100% ONLINE;161;M;28/06/1999 00:00;BACABAL;MA;OUTDOOR;SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL;NOTURNO;21/05/2020 00:00;0;65;OUTDOOR
Propio;Escola  a Distancia;100% ONLINE;324;F;18/03/1987 00:00;JACAREÍ;SP;GUERR;SUPERIOR DE TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;100% ONLINE;330;M;06/01/1986 00:00;PIRASSUNUNGA;SP;INTERNET;SUPERIOR DE TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL;NOTURNO;10/06/2020 00:00;0;;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;142;F;22/11/1999 00:00;VIANA;MA;ENEM;SUPERIOR DE TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL;NOTURNO;21/05/2020 00:00;0;65;ENEM
Terceiros;Escola  a Distancia;100% ONLINE;984;M;14/10/1996 00:00;PEDRA PRETA;MT;ENEM;SUPERIOR DE TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL;NOTURNO;22/05/2020 00:00;0;110;ENEM
Terceiros;Escola  a Distancia;100% ONLINE;749;M;27/07/1998 00:00;ITABUNA;BA;INTERNET;SUPERIOR DE TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL;NOTURNO;12/05/2020 00:00;1;0;INTERNET
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;806;M;07/01/2000 00:00;GOIANÉSIA;GO;INTERNET;SUPERIOR DE TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Terceiros;Escola  a Distancia;100% ONLINE;340;M;21/06/1999 00:00;RIO DE JANEIRO;RJ;LIVES;SUPERIOR DE TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL;NOTURNO;21/05/2020 00:00;0;65;LIVES
Terceiros;Escola  a Distancia;SEMI-PRESENCIAL;893;M;17/04/1997 00:00;PARINTINS;AM;OUTRAS;SUPERIOR DE TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL;NOTURNO;21/05/2020 00:00;0;65;OUTRAS
Propio;Escola  a Distancia;SEMI-PRESENCIAL;688;F;21/07/1990 00:00;SALVADOR;BA;ACAO EMPRESA;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;NOTURNO;21/05/2020 00:00;0;65;EMPRESA
Propio;Escola  a Distancia;SEMI-PRESENCIAL;255;F;21/03/2001 00:00;FRANCA;SP;ENEM;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;NOTURNO;21/05/2020 00:00;0;65;ENEM
Propio;Escola  a Distancia;SEMI-PRESENCIAL;739;M;08/10/1990 00:00;JUAZEIRO DO NORTE;CE;GUERR;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;NOTURNO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;SEMI-PRESENCIAL;809;F;21/03/1994 00:00;BRASÍLIA;DF;GUERR;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;MATUTINO;21/05/2020 00:00;0;65;CALL CENTER
Propio;Escola  a Distancia;100% ONLINE;695;F;04/04/1988 00:00;SERRINHA;BA;CONSULTOR;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;NOTURNO;22/05/2020 00:00;0;65;CONSULTOR
Propio;Escola  a Distancia;SEMI-PRESENCIAL;892;F;04/06/1992 00:00;TAGUATINGA;DF;CONSULTOR;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;NOTURNO;22/05/2020 00:00;0;65;CONSULTOR
Propio;Escola  a Distancia;100% ONLINE;14;M;17/11/1981 00:00;TAGUATINGA;DF;INTERNET;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;NOTURNO;21/05/2020 00:00;0;65;INTERNET
Propio;Escola  a Distancia;100% ONLINE;74;M;28/03/1990 00:00;TAGUATINGA;DF;INTERNET;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;NOTURNO;18/05/2020 00:00;0;65;INTERNET
Propio;Escola  a Distancia;SEMI-PRESENCIAL;25;M;02/02/2000 00:00;RIO DE JANEIRO;RJ;CALL CENTER;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;MATUTINO;21/05/2020 00:00;0;65;LIVES
Propio;Escola  a Distancia;100% ONLINE;264;M;01/01/1990 00:00;ITAPECERICA DA SERRA;SP;INTERNET;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;NOTURNO;18/06/2020 00:00;0;65;LIVES
Propio;Escola  a Distancia;100% ONLINE;65;M;14/06/1977 00:00;RIO DE JANEIRO;RJ;LIVES;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;NOTURNO;07/05/2020 00:00;1;65;LIVES
Propio;Escola  a Distancia;SEMI-PRESENCIAL;351;M;29/05/1984 00:00;GUARULHOS;SP;OUTDOOR;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;MATUTINO;21/05/2020 00:00;0;65;OUTDOOR
Propio;Escola  a Distancia;SEMI-PRESENCIAL;597;M;09/08/2001 00:00;CASCAVEL;PR;LIVES;SUPERIOR DE TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS;NOTURNO;22/06/2020 00:00;0;;
